Name,Age,Nationality,Fifa Score,Club,Value,Salary
P. Friis Jensen,29,Denmark,60,Silkeborg IF,€170K,€1K
R. Haynes,21,England,60,Coventry City,€260K,€2K
F. Sachpekidis,19,Sweden,60,Kalmar FF,€350K,€1K
O. Sanganté,26,Senegal,60,La Berrichonne de Châteauroux,€240K,€1K
Sillero,23,Spain,60,CF Reus Deportiu,€200K,€1K
S. Moussa,29,Tunisia,60,Dundee FC,€210K,€1K
T. Okubo,27,Japan,60,F.C. Tokyo,€170K,€1K
M. Merghem,19,France,60,La Berrichonne de Châteauroux,€300K,€1K
C. Dunne,24,Republic of Ireland,60,Motherwell,€220K,€1K
J. Bingham,22,Australia,60,Central Coast Mariners,€280K,€1K
C. Jacob,20,France,60,Stade Brestois 29,€425K,€1K
L. Shephard,22,Wales,60,Peterborough United,€290K,€1K
K. Słaby,23,Poland,60,Termalica Bruk-Bet Nieciecza,€240K,€1K
A. Soyak,22,Germany,60,SC Paderborn 07,€300K,€1K
W. de la Rosa,24,Colombia,60,Deportivo Pasto,€290K,€1K
K. Benyu,19,Zimbabwe,60,Celtic,€450K,€4K
S. Lo Faso,19,Italy,60,Fiorentina,€450K,€1K
U. Sen,19,Germany,60,Holstein Kiel,€450K,€1K
D. Corcoran,28,Republic of Ireland,60,Bohemian FC,€210K,€1K
Silvério Júnio,21,Portugal,60,Rio Ave FC,€290K,€1K
F. Stritzel,23,Germany,60,SV Darmstadt 98,€210K,€2K
S. Laiton,17,France,60,AJ Auxerre,€375K,€1K
J. Lalpekhlua,26,India,60,,€0,€0.00
R. Tait,27,Scotland,60,Motherwell,€170K,€1K
M. Crowe,21,Wales,60,Ipswich Town,€230K,€2K
K. Koizumi,22,Japan,60,Albirex Niigata,€250K,€1K
S. Farelli,34,Italy,60,Novara,€80K,€1K
D. De Girolamo,21,Italy,60,Chesterfield,€325K,€5K
M. Haddachi,20,Morocco,60,ADO Den Haag,€280K,€1K
V. Mantovani,21,Italy,60,Salernitana,€325K,€1K
Darío Poveda,20,Spain,60,Villarreal CF,€400K,€4K
M. Sylla,17,France,60,AS Monaco,€450K,€3K
L. Maguire,20,England,60,Chesterfield,€325K,€2K
S. Nigro,20,Australia,60,Melbourne Victory,€290K,€1K
B. Janssen,22,Netherlands,60,Sparta Rotterdam,€210K,€1K
A. Greene,27,Republic of Ireland,60,Bray Wanderers,€240K,€1K
S. Magallán,25,Argentina,60,C.D. Leonesa S.A.D.,€270K,€1K
T. Ogihara,25,Japan,60,Yokohama F. Marinos,€220K,€1K
I. Hongn,26,Argentina,60,Club Atlético Tigre,€250K,€2K
R. Selasi,20,Ghana,60,Pescara,€300K,€1K
M. Hedegaard,20,Denmark,60,SønderjyskE,€325K,€2K
F. Diabaté,21,Mali,60,GFC Ajaccio,€300K,€1K
M. Ahlinvi,17,France,60,En Avant de Guingamp,€280K,€2K
P. Boumal,24,Cameroon,60,FC Ural,€240K,€4K
D. Talbot,30,England,60,Portsmouth,€150K,€2K
P. Kun,22,Poland,60,Arka Gdynia,€290K,€1K
D. Evtimov,23,Bulgaria,60,Nottingham Forest,€230K,€3K
Choi Bong Jin,25,Korea Republic,60,GwangJu FC,€200K,€1K
K. Yamga,20,France,60,Carpi,€325K,€2K
A. McGurk,28,Northern Ireland,60,Morecambe,€210K,€2K
J. Coleman,21,England,60,Huddersfield Town,€325K,€3K
E. Zhegrova,18,Kosovo,60,KRC Genk,€425K,€1K
G. Freitas,25,Uruguay,60,Atlético Tucumán,€230K,€1K
D. Pugh,34,England,60,Port Vale,€100K,€3K
F. Tingager,24,Denmark,60,Odense Boldklub,€280K,€2K
T. Imai,26,Japan,60,Kashiwa Reysol,€180K,€2K
S. Franchini,19,Italy,60,Ternana,€450K,€4K
A. Romano,21,Italy,60,Carpi,€300K,€6K
M. Demetriou,27,England,60,Newport County,€200K,€2K
B. Landini,22,France,60,AS Saint-Étienne,€220K,€4K
A. Melo,21,Argentina,60,Atlético Tucumán,€400K,€2K
M. Mathisen,21,Denmark,60,Halmstads BK,€325K,€1K
M. Bringaker,20,Norway,60,Viking FK,€300K,€1K
G. Gómez,21,Argentina,60,Racing Club de Avellaneda,€260K,€1K
M. Kessel,32,Germany,60,SC Fortuna Köln,€160K,€1K
D. Podleśny,22,Poland,60,Lechia Gdańsk,€210K,€1K
G. Yordan,23,Argentina,60,Vélez Sarsfield,€210K,€1K
G. Quezada,20,Ecuador,60,Getafe CF,€300K,€3K
G. Zecca,19,Italy,60,Cremonese,€300K,€4K
Jeong YeongChong,25,Korea Republic,60,GwangJu FC,€260K,€1K
D. Gyollai,20,Hungary,60,Stoke City,€375K,€4K
J. Álvarez,21,Mexico,60,Monterrey,€290K,€5K
Luis Muñoz,20,Spain,60,CD Lugo,€290K,€2K
L. Norris,24,England,60,Swindon Town,€270K,€2K
R. Al Shammari,20,Saudi Arabia,60,Al Shabab,€350K,€4K
J. Serrano,19,France,60,AS Monaco,€350K,€2K
Calzado,33,Spain,60,C.D. Leonesa S.A.D.,€100K,€1K
T. Holý,25,Czech Republic,60,Gillingham,€200K,€1K
G. Holohan,25,Republic of Ireland,60,Galway United,€270K,€1K
D. Vanzeir,19,Belgium,60,KRC Genk,€400K,€1K
J. Maja,18,England,60,Sunderland,€425K,€1K
D. Phillips,22,England,60,Charlton Athletic,€290K,€1K
O. Shenton,19,England,60,Stoke City,€350K,€5K
M. Müller,23,Germany,60,Morecambe,€250K,€2K
I. Ben Khemis,21,Tunisia,60,Doncaster Rovers,€325K,€1K
A. Vrenezi,23,Kosovo,60,SSV Jahn Regensburg,€290K,€2K
M. Al Rashdi,26,Saudi Arabia,60,Al Raed,€220K,€3K
José Fran,25,Spain,60,Albacete Balompié,€260K,€1K
P. Bartolomei,27,Italy,60,Cittadella,€210K,€1K
A. Evans,18,England,60,Everton,€425K,€7K
J. Karlsson,18,Sweden,60,IF Elfsborg,€425K,€1K
L. Toussaint,21,France,60,FC Metz,€240K,€2K
E. Cümart,19,Switzerland,60,FC Sion,€400K,€2K
T. Pett,25,England,60,Stevenage,€250K,€2K
M. Frediani,23,Italy,60,Parma,€280K,€1K
R. De Ciancio,22,Argentina,60,Temperley,€240K,€2K
F. Della Giovanna,20,Italy,60,Ferrara (SPAL),€325K,€2K
B. Dennehy,30,Republic of Ireland,60,St. Patrick's Athletic,€200K,€1K
G. Guessan,24,Ivory Coast,60,Viking FK,€280K,€1K
E. Smith,20,Sweden,60,IFK Norrköping,€350K,€1K
G. Alcalá,24,Mexico,60,Querétaro,€200K,€1K
A. Kenyon,24,England,60,Morecambe,€210K,€1K
S. Massolo,21,Italy,60,Virtus Entella,€325K,€1K
A. Kacou,21,Ivory Coast,60,Tours FC,€240K,€1K
B. Makendzhiev,28,Bulgaria,60,,€0,€0.00
F. Zorba,19,Turkey,60,VfL Osnabrück,€400K,€1K
H. Özkan,19,Turkey,60,KV Oostende,€325K,€1K
J. Starkey,21,England,60,Gillingham,€325K,€1K
R. Baas,21,Netherlands,60,Heracles Almelo,€260K,€1K
C. Odoi-Atsem,22,United States,60,D.C. United,€240K,€1K
N. Manzambi,20,Switzerland,60,FC Basel,€450K,€4K
Z. Lewis,23,Bermuda,60,New York Red Bulls,€325K,€1K
T. Marutani,28,Japan,60,Sanfrecce Hiroshima,€190K,€2K
G. Ray,23,Wales,60,Crewe Alexandra,€260K,€2K
B. Aubrey,22,United States,60,Toronto FC,€250K,€1K
H. Bilgiç,24,Turkey,60,Medicana Sivasspor,€230K,€2K
Gao Zhunyi,21,China PR,60,,€0,€0.00
R. Patterson,32,Northern Ireland,60,Derry City,€170K,€1K
R. Sharahili,24,Saudi Arabia,60,Al Fateh,€240K,€3K
M. Kouhyar,19,Afghanistan,60,Walsall,€450K,€1K
J. Hoffman,28,Australia,60,Newcastle Jets,€160K,€1K
E. Frear,26,England,60,Motherwell,€240K,€1K
K. Appiah,25,Australia,60,Central Coast Mariners,€250K,€1K
N. Barrios,19,Argentina,60,San Lorenzo de Almagro,€450K,€2K
O. Vojic,20,Austria,60,VfL Wolfsburg,€325K,€6K
D. Szufryn,31,Poland,60,Sandecja Nowy Sącz,€140K,€1K
J. Stobbs,20,England,60,Port Vale,€450K,€6K
A. Köse,20,Turkey,60,Fenerbahçe SK,€400K,€7K
K. Angielski,21,Poland,60,Piast Gliwice,€290K,€1K
B. Comley,21,Montserrat,60,Colchester United,€325K,€3K
A. Al Hbeab,24,Saudi Arabia,60,Ettifaq FC,€260K,€2K
Hwang ByeongGeun,23,Korea Republic,60,Jeonbuk Hyundai Motors,€240K,€1K
D. Fox,23,Australia,60,Wellington Phoenix,€240K,€1K
L. Faye,19,Netherlands,60,Vitesse,€400K,€1K
R. Ramírez,20,Argentina,60,Godoy Cruz,€290K,€1K
R. Moon,20,South Africa,60,Kaizer Chiefs,€375K,€1K
Yeo Bong Hun,23,Korea Republic,60,GwangJu FC,€300K,€1K
A. Nesbitt,20,Scotland,60,Milton Keynes Dons,€450K,€2K
I. Sissoko,19,France,60,Stade Brestois 29,€400K,€1K
G. Makhatadze,19,Russia,60,Rubin Kazan,€400K,€3K
H. Miyazawa,28,Japan,60,Hokkaido Consadole Sapporo,€210K,€1K
E. Besea,20,Ghana,60,Frosinone,€375K,€1K
D. Vorobyev,19,Russia,60,FC Krasnodar,€350K,€4K
D. Konaté,25,Ivory Coast,60,Tours FC,€210K,€1K
H. Goya,23,Japan,60,Gamba Osaka,€290K,€2K
M. Dauter,18,Germany,60,RB Leipzig,€375K,€4K
A. Dartsch,22,Germany,60,Chemnitzer FC,€300K,€1K
J. Calor,20,Netherlands,60,Vitesse,€325K,€1K
J. Żubrowski,25,Poland,60,Korona Kielce,€240K,€1K
D. Love,22,Scotland,60,Sunderland,€260K,€1K
N. Antonitsch,25,Austria,60,FSV Zwickau,€230K,€1K
S. Van der Heyden,19,Belgium,60,KV Oostende,€350K,€1K
H. Al Shamrani,20,Saudi Arabia,60,Al Ahli,€350K,€4K
J. Weir,21,England,60,Hull City,€325K,€1K
J. Pohl,21,Denmark,60,Aalborg BK,€350K,€2K
E. Mensah,19,Ghana,60,HJK Helsinki,€350K,€1K
J. Gobron,25,France,60,US Quevilly-Rouen,€220K,€1K
P. Neumann,19,Germany,60,FC Ingolstadt 04,€400K,€2K
T. Figueroa,18,Mexico,60,Pachuca,€425K,€1K
S. McCartan,23,Northern Ireland,60,Bradford City,€280K,€2K
R. Gielen,19,Netherlands,60,VVV-Venlo,€270K,€1K
E. Lee,22,England,60,Luton Town,€290K,€3K
I. Rojas,19,Colombia,60,Envigado FC,€350K,€1K
J. Rothwell,22,England,60,Oxford United,€350K,€2K
G. Singh Sandhu,25,India,60,,€0,€0.00
S. McCoulsky,20,England,60,Newport County,€375K,€5K
A. Phillips,23,Wales,60,Northampton Town,€240K,€1K
S. Ono,37,Japan,60,Hokkaido Consadole Sapporo,€70K,€1K
M. Heinrich,19,Germany,60,SC Preußen Münster,€450K,€1K
G. Goñi,18,Argentina,60,Boca Juniors,€375K,€2K
P. Eggersglüß,22,Germany,60,Werder Bremen II,€260K,€1K
A. Khammas,18,Belgium,60,KRC Genk,€375K,€1K
T. Rieder,23,Germany,60,FC Augsburg,€260K,€3K
A. Koçaklı,18,Turkey,60,Alanyaspor,€325K,€1K
K. Itakura,20,Japan,60,Kawasaki Frontale,€290K,€1K
S. van Looy,20,Netherlands,60,PEC Zwolle,€270K,€1K
K. Yaşar,22,Turkey,60,Kasimpaşa SK,€210K,€1K
D. Alfei,25,Wales,60,Yeovil Town,€210K,€1K
L. Carević,18,Montenegro,60,FC Barcelona B,€350K,€1K
A. Bouchard,29,France,60,Chamois Niortais FC,€140K,€1K
L. Mesa,20,Argentina,60,Argentinos Juniors,€375K,€2K
F. Franks,26,England,60,Stevenage,€200K,€2K
J. Ginnelly,20,England,60,Lincoln City,€350K,€5K
B. Hendriksson,21,Faroe Islands,60,Randers FC,€325K,€2K
L. Skowron,26,Poland,60,St. Patrick's Athletic,€190K,€1K
P. Golubović,22,Serbia,60,Novara,€240K,€1K
D. Luxbacher,25,Austria,60,SKN St. Pölten,€260K,€2K
C. Doidge,24,Wales,60,Forest Green,€270K,€2K
B. Allen,23,United States,60,Minnesota Thunder,€300K,€1K
B. Gyamfi,21,Ghana,60,Benevento Calcio,€325K,€3K
L. Martínez,19,Argentina,60,Defensa y Justicia,€400K,€1K
L. Compagnucci,21,Argentina,60,Club Atlético Huracán,€325K,€1K
Ryang Yong Gi,35,Korea DPR,60,Vegalta Sendai,€90K,€1K
B. Soumaré,18,France,60,LOSC Lille,€425K,€3K
B. Morris,21,England,60,Shrewsbury,€375K,€1K
G. Thompson,36,England,60,Morecambe,€70K,€1K
Kaiser,21,Spain,60,Levante UD,€280K,€2K
R. Dunk,23,United States,60,Real Salt Lake,€270K,€1K
Sillero,21,Spain,60,Córdoba CF,€325K,€2K
N. Temperini,22,Argentina,60,Newell's Old Boys,€240K,€2K
Tanis,21,Spain,60,Real Valladolid,€260K,€1K
A. Redmayne,28,Australia,60,Sydney FC,€150K,€1K
S. Braun,28,Germany,60,SC Preußen Münster,€170K,€1K
G. Honeyman,22,England,60,Sunderland,€300K,€1K
G. Mancini,21,Italy,60,Atalanta,€270K,€3K
V. Voisin,21,France,60,SM Caen,€425K,€2K
M. Tsintsadze,22,Georgia,60,Pogoń Szczecin,€290K,€1K
M. Gliwa,29,Poland,60,Sandecja Nowy Sącz,€140K,€1K
J. Morias,21,Jamaica,60,Peterborough United,€350K,€2K
P. Farman,27,England,60,Lincoln City,€170K,€2K
Erin Pinheiro,19,Cape Verde,60,AS Saint-Étienne,€300K,€3K
S. Juklerød,23,Norway,60,Vålerenga Fotball,€260K,€1K
Leonardo Rocha,19,Portugal,60,CD Leganés,€325K,€2K
W. Aimson,23,Wales,60,Blackpool,€260K,€1K
G. Al Shelali,23,Saudi Arabia,60,Al Ittihad,€250K,€4K
Diego Ferraresso,25,Brazil,60,Cracovia,€220K,€1K
M. Camara,20,Guinea,60,AC Ajaccio,€400K,€1K
D. Avounou,19,Congo,60,SM Caen,€350K,€2K
G. Clemens,28,Mexico,60,Lobos de la BUAP,€210K,€2K
G. Rolando,22,Italy,60,Palermo,€260K,€4K
Deng Hanwen,22,China PR,60,,€0,€0.00
M. Epps,22,United States,60,Philadelphia Union,€325K,€1K
M. Vargas,20,Argentina,60,Vélez Sarsfield,€450K,€2K
T. Handwerker,19,Germany,60,1. FC Köln,€400K,€2K
J. Adão,24,Switzerland,60,FC Sion,€270K,€3K
J. Laso,26,Argentina,60,Argentinos Juniors,€180K,€2K
S. Harrison,19,England,60,Tottenham Hotspur,€450K,€7K
N. Bazzana,21,Argentina,60,Estudiantes de La Plata,€270K,€2K
J. Slew,24,England,60,Rochdale,€280K,€1K
B. Tuiloma,22,New Zealand,60,Portland Timbers,€240K,€1K
G. Doherty,35,Northern Ireland,60,Derry City,€50K,€1K
N. Gétaz,26,Switzerland,60,FC Lausanne-Sports,€240K,€2K
C. McDermott,19,Republic of Ireland,60,Derry City,€400K,€1K
I. Melnikov,20,Russia,60,Amkar Perm,€290K,€3K
M. Cramer,25,Denmark,60,Silkeborg IF,€230K,€2K
L. Joyce,29,England,60,Carlisle United,€200K,€2K
A. Majrashi,19,Saudi Arabia,60,Al Ahli,€325K,€3K
Nil Coch,19,Spain,60,Real Betis Balompié,€300K,€1K
M. Bean,33,Jamaica,60,Wycombe Wanderers,€120K,€3K
F. Escales,21,France,60,Olympique de Marseille,€325K,€2K
M. Köhlert,19,Germany,60,Hamburger SV,€450K,€3K
O. Saraçoğlu,19,Turkey,60,İstanbul Başakşehir FK,€450K,€2K
Viedma,18,Spain,60,Sevilla Atlético,€350K,€1K
A. Yates,34,England,60,Port Vale,€60K,€2K
N. Keown,22,Republic of Ireland,60,Partick Thistle F.C.,€300K,€1K
F. Sittsam,22,Austria,60,SV Mattersburg,€325K,€3K
H. Kyprianou,20,Cyprus,60,Southend United,€325K,€1K
M. Rodríguez,21,Mexico,60,Santos Laguna,€290K,€2K
T. Uzan,23,Turkey,60,Rot-Weiß Erfurt,€325K,€1K
Víctor Narro,18,Spain,60,Villarreal CF,€425K,€3K
P. Wlazło,28,Poland,60,Jagiellonia Białystok,€210K,€2K
M. Folivi,19,England,60,Watford,€450K,€5K
P. Szarek,21,Poland,60,Termalica Bruk-Bet Nieciecza,€280K,€1K
J. Tyson,27,Australia,60,Western Sydney Wanderers,€140K,€1K
J. Palacios,29,Colombia,60,Tigres FC,€200K,€1K
J. Deom,18,Belgium,60,Standard de Liège,€425K,€1K
E. De Santis,19,Italy,60,Virtus Entella,€400K,€4K
C. Antwi-Adjej,23,Germany,60,SC Paderborn 07,€280K,€1K
J. Simpson,20,England,60,Bournemouth,€425K,€6K
F. Ghazi,23,Saudi Arabia,60,Al Shabab,€240K,€4K
T. Davies,25,England,60,Coventry City,€230K,€2K
P. Förster,22,Germany,60,SV Sandhausen,€300K,€1K
J. Pepper,25,Australia,60,Brisbane Roar,€220K,€1K
M. Demir,19,Turkey,60,Hannover 96,€400K,€3K
J. Silva,19,Argentina,60,Gimnasia y Esgrima La Plata,€290K,€1K
D. Brewster,19,England,60,Chesterfield,€400K,€2K
J. O'Doherty,19,Australia,60,Adelaide United,€300K,€1K
R. Husić,21,Germany,60,VfR Aalen,€240K,€1K
V. Arboleda,20,Colombia,60,Portland Timbers,€375K,€1K
C. Theisen,24,Germany,60,SC Fortuna Köln,€270K,€1K
A. López,21,Mexico,60,Guadalajara,€325K,€5K
Gonzalo Pereira,20,Spain,60,CF Reus Deportiu,€290K,€1K
R. Murray,25,Republic of Ireland,60,Galway United,€260K,€1K
Yoon Dong Min,28,Korea Republic,60,Sangju Sangmu FC,€210K,€1K
J. Mosquera,25,Colombia,60,CPD Junior Barranquilla,€190K,€1K
M. Bruintjes,21,Netherlands,60,PEC Zwolle,€280K,€1K
L. Vido,20,Italy,60,Atalanta,€400K,€3K
O. Dytyatev,28,Ukraine,60,Cracovia,€190K,€1K
A. Razeek,22,Sri Lanka,60,Rot-Weiß Erfurt,€325K,€1K
A. Nemane,19,France,60,Rangers,€450K,€4K
C. Rosel,21,Mexico,60,Club América,€375K,€5K
R. Herrmann,23,Germany,60,SV Sandhausen,€280K,€1K
A. Al Suwat,22,Saudi Arabia,60,Al Taawoun,€300K,€3K
J. Smith,30,England,60,Crawley Town,€150K,€2K
N. Lancini,23,Italy,60,Brescia,€230K,€1K
M. Cavion,22,Italy,60,Cremonese,€290K,€1K
S. Martelli,21,Argentina,60,Temperley,€375K,€1K
C. Zamora,21,Mexico,60,Guadalajara,€290K,€5K
A. Castro-Montes,20,Belgium,60,KAS Eupen,€375K,€2K
A. Benedetti,25,Italy,60,Cittadella,€210K,€1K
L. Hemmerich,19,Germany,60,VfL Bochum,€450K,€3K
E. García,19,Mexico,60,Club Atlas,€350K,€2K
Felipe,19,Spain,60,Sevilla Atlético,€325K,€1K
H. Heath,21,England,60,Atlanta United FC,€280K,€1K
W. Boyle,21,Scotland,60,Cheltenham Town,€250K,€1K
D. Martínez,27,Colombia,60,Patriotas Boyacá FC,€180K,€1K
Barbero,20,Spain,60,C.D. Leonesa S.A.D.,€325K,€1K
H. Mitsumaru,23,Japan,60,Sagan Tosu,€220K,€1K
J. Collins,22,Nigeria,60,SC Paderborn 07,€240K,€1K
A. Amadi-Holloway,24,Wales,60,Oldham Athletic,€280K,€1K
S. Bourard,21,Belgium,60,Sint-Truidense VV,€300K,€2K
E. Franco,22,Argentina,60,Newell's Old Boys,€290K,€2K
G. Lazarte,19,Argentina,60,Chacarita Juniors,€350K,€1K
T. Piermayr,27,Austria,60,AFC Eskilstuna,€210K,€1K
M. Mandron,22,Scotland,60,Colchester United,€325K,€2K
A. Munksgaard,19,Denmark,60,FC Midtjylland,€250K,€2K
D. Alampasu,20,Nigeria,60,CD Feirense,€240K,€1K
U. Tavares,24,Mexico,60,Patriotas Boyacá FC,€280K,€1K
G. Moncini,21,Italy,60,Cesena,€375K,€1K
M. Lund,20,England,60,Morecambe,€280K,€1K
R. Alvarado,18,Mexico,60,Necaxa,€290K,€1K
A. Anastasio,20,Italy,60,Carpi,€300K,€6K
B. Hansen,23,Denmark,60,FC Nordsjælland,€240K,€2K
M. Richter,19,Germany,60,FC Augsburg,€400K,€2K
D. Šarić,20,Bosnia Herzegovina,60,Carpi,€290K,€1K
D. Nazon,23,Haiti,60,Coventry City,€300K,€6K
L. van Dijk,21,Netherlands,60,Willem II,€290K,€1K
D. Mejía,33,Mexico,60,Monarcas Morelia,€120K,€2K
C. Mosca,26,Argentina,60,San Martín de San Juan,€220K,€2K
G. Villar,22,Argentina,60,Bahía Blanca,€230K,€1K
A. Al Fahad,25,Saudi Arabia,60,Al Fayha,€250K,€3K
G. Scalera,19,Italy,60,Bari,€400K,€1K
C. Ward,22,England,60,Houston Dynamo,€280K,€1K
K. Hinds,19,England,60,VfL Wolfsburg,€450K,€5K
Sito Riera,33,Spain,60,Śląsk Wrocław,€120K,€1K
G. Miller,18,England,60,Middlesbrough,€270K,€2K
J. van der Sar,19,Netherlands,60,ADO Den Haag,€280K,€1K
R. Kurisawa,34,Japan,60,Kashiwa Reysol,€60K,€2K
O. Kudryk,20,Ukraine,60,Shakhtar Donetsk,€260K,€1K
A. Berry,19,Australia,60,Central Coast Mariners,€280K,€1K
A. Badji,19,Senegal,60,Djurgårdens IF,€325K,€1K
M. Ferreyra,21,Argentina,60,Bahía Blanca,€270K,€1K
G. Morrissey,25,Republic of Ireland,60,Cork City,€270K,€1K
Javi Díaz,20,Spain,60,Sevilla FC,€290K,€1K
S. Adekoya,21,United States,60,Seattle Sounders FC,€300K,€1K
A. Asante,24,Netherlands,60,Grimsby Town,€280K,€2K
G. Green,21,England,60,Viking FK,€280K,€1K
J. Murillo,25,Colombia,60,Tiburones Rojos de Veracruz,€210K,€1K
V. Tranberg,20,Denmark,60,FC Nordsjælland,€250K,€2K
Joel Arimany,19,Spain,60,Málaga CF,€450K,€2K
T. Archibald,19,Scotland,60,Brentford,€450K,€4K
M. Karpov,22,Russia,60,Zenit St. Petersburg,€260K,€6K
W. Meyiwa,17,South Africa,60,Kaizer Chiefs,€400K,€1K
D. Reimann,20,Germany,60,Borussia Dortmund,€375K,€4K
C. De Norre,20,Belgium,60,Sint-Truidense VV,€290K,€1K
J. Devitt,26,Republic of Ireland,60,Carlisle United,€220K,€2K
B. White,19,England,59,Newport County,€300K,€3K
E. Goshev,20,Russia,59,FC Rostov,€280K,€2K
T. Plavotic,20,Croatia,59,Bristol City,€300K,€4K
J. Maguire-Drew,19,England,59,Lincoln City,€325K,€4K
J. Cruz,18,Mexico,59,Tigres U.A.N.L.,€220K,€4K
B. Kantarovski,25,Australia,59,Newcastle Jets,€160K,€1K
J. Morrell,20,Wales,59,Cheltenham Town,€240K,€5K
A. Bellemo,21,Italy,59,Ferrara (SPAL),€230K,€2K
C. Rubio Sivodedov,19,Sweden,59,Strømsgodset IF,€325K,€1K
J. Celaya,18,Mexico,59,Tigres U.A.N.L.,€260K,€4K
Idrisa Sambú,19,Portugal,59,Spartak Moscow,€325K,€5K
O. Rommens,22,Belgium,59,NAC Breda,€210K,€2K
Sergio Benito,18,Spain,59,Rayo Vallecano,€325K,€1K
J. Robinson,23,United States,59,D.C. United,€180K,€1K
J. Rasheed,25,Norway,59,BK Häcken,€140K,€1K
B. Collins,20,England,59,Forest Green,€220K,€1K
G. McEachran,16,England,59,Chelsea,€300K,€4K
E. Ekpolo,22,Nigeria,59,Fleetwood Town,€170K,€1K
S. Surridge,18,England,59,Yeovil Town,€280K,€5K
M. Cortés,20,Colombia,59,La Equidad,€300K,€1K
K. Tagawa,18,Japan,59,Sagan Tosu,€250K,€1K
H. Hope,23,England,59,Carlisle United,€210K,€2K
D. Markey,20,Republic of Ireland,59,St. Patrick's Athletic,€300K,€1K
João Oliveira,21,Switzerland,59,Lechia Gdańsk,€250K,€1K
C. James,19,England,59,Colchester United,€300K,€1K
D. Ladan,17,Netherlands,59,ADO Den Haag,€300K,€1K
E. Stokes,21,Republic of Ireland,59,Leeds United,€270K,€4K
S. Lauper,20,Switzerland,59,FC Thun,€280K,€2K
C. Jordan,18,England,59,Bournemouth,€290K,€4K
M. Al Khodary,25,Saudi Arabia,59,Al Batin,€170K,€2K
T. Heardman,21,England,59,Bury,€230K,€7K
H. Souttar,18,Scotland,59,Stoke City,€290K,€4K
B. Gschweidl,21,Austria,59,Wolfsberger AC,€240K,€2K
J. Lyden,21,Australia,59,Aston Villa,€250K,€4K
D. Parra,17,Mexico,59,Monterrey,€270K,€3K
I. Zamora,21,Mexico,59,Deportivo Toluca,€230K,€2K
B. Sabovic,19,Sweden,59,Djurgårdens IF,€290K,€1K
H. Yamamoto,37,Japan,59,Ventforet Kofu,€20K,€1K
F. Pavoni,17,Italy,59,Chievo Verona,€250K,€1K
L. Fasan,23,Italy,59,Bury,€150K,€1K
J. Williams,21,Wales,59,Rochdale,€250K,€8K
A. Andersson,20,Sweden,59,BK Häcken,€250K,€1K
E. Sánchez,17,Mexico,59,Pachuca,€300K,€3K
E. Hedvall,34,Sweden,59,Östersunds FK,€60K,€1K
F. Álvarez,24,Argentina,59,Atlético Tucumán,€220K,€2K
I. Wilson,18,Scotland,59,Kilmarnock,€290K,€1K
O. Richards,18,England,59,Reading,€290K,€2K
T. Tsuda,36,Japan,59,Ventforet Kofu,€20K,€1K
A. May,23,England,59,Doncaster Rovers,€220K,€2K
J. Rijkers,18,Netherlands,59,VVV-Venlo,€230K,€1K
F. Boya,21,Cameroon,59,Royal Excel Mouscron,€240K,€2K
J. González,20,Argentina,59,Chacarita Juniors,€230K,€1K
S. Hart,20,England,59,Blackburn Rovers,€240K,€1K
P. Haginge,32,Sweden,59,Örebro SK,€90K,€1K
K. Ikeda,30,Japan,59,Sagan Tosu,€150K,€1K
L. Cháves,21,Argentina,59,Argentinos Juniors,€160K,€1K
R. Nelson,17,England,59,Arsenal,€350K,€7K
M. Šverko,19,Croatia,59,1. FSV Mainz 05,€300K,€2K
J. Cortés,22,Colombia,59,Atlético Bucaramanga,€230K,€1K
